Key Values,LineNumber,SourceName,M_NB,M_QTY_INDEX,M_TP_BUY,CURRENCY,INSTRUMENT,TRN_STATUS,TRN_FMLY,TRN_GRP,TRN_TYPE,PORTFOLIO,M_PL_CGR2,M_PL_CGRA2,M_PL_CGU2,M_PL_CGUA2,M_PL_CSFCP2,M_PL_CSFI2,M_PL_CSFR2,M_PL_CSFRV2,M_PL_CSNF2,M_PL_CSNFCP2,M_PL_CSNFR2,M_PL_CSNFRV2,M_PL_FE2,M_PL_FEFI2,M_PL_FMV2,M_PL_FMVCL2,M_PL_FPFCP2,M_PL_FPFRV2,M_PL_FPNFCP2,M_PL_FPNFRV2,M_PL_FTFI2,M_PL_INSCUR,M_PL_KEY1,M_PL_MVFCP2,M_PL_MVFRV2,M_PL_MVNFCP2,M_PL_MVNFRV2,M_PL_NFMV2,M_PL_NFMVCL2,M_PL_RVR2,M_PL_RVRA2,M_PL_RVU2,M_PL_RVUA2,M_PLIRDACC12,M_PLIRDACC22,M_PLIRDACS12,M_PLIRDACS22,M_PLIRDCUR1,M_PLIRDCUR2,M_PLIRDFPV12,M_PLIRDFPV22,M_RSKSECTION,M_TP_TYPE
64914862,771,MX 3.1,64914862,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM SHI,34765.625,34765.625,0,0,34781.43042,15.805423,34781.43042,0,34765.625,34765.625,34765.625,0,-63,-0.02995,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
67566431,702,MX 2.1,67566431,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,1406.25,1406.25,0,0,1406.344057,0.094057,1406.344057,0,1406.25,1406.25,1406.25,0,-11.1,-0.000664,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67566431,702,MX 3.1,67566431,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-17031.25,-17031.25,0,0,-17031.86785,-0.617848,-17031.86785,0,-17031.25,-17031.25,18906.25,0,-11.1,-0.000664,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66418451,736,MX 2.1,66418451,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,-10156.25,-10156.25,0,0,-10158.52152,-2.271517,-10158.52152,0,-10156.25,-10156.25,-10156.25,0,-55.5,-0.012481,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66418451,736,MX 3.1,66418451,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,-47656.25,-47656.25,0,0,-47666.12123,-9.871229,-47666.12123,0,-47656.25,-47656.25,-159375,0,-55.5,-0.012481,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
64948472,791,MX 2.1,64948472,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,38281.25,38281.25,0,0,38298.5844,17.334397,38298.5844,0,38281.25,38281.25,38281.25,0,-126,-0.059304,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64948472,791,MX 3.1,64948472,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,-5468.75,-5468.75,0,0,-5471.016303,-2.266303,-5471.016303,0,-5468.75,-5468.75,-5468.75,0,-126,-0.059304,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66342681,720,MX 2.1,66342681,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-78.125,-78.125,0,0,-78.145717,-0.020717,-78.145717,0,-78.125,-78.125,-78.125,0,-5.55,-0.00126,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66342681,720,MX 3.1,66342681,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,3671.875,3671.875,0,0,3672.614255,0.739255,3672.614255,0,3671.875,3671.875,7343.75,0,-5.55,-0.00126,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66315380,711,MX 2.1,66315380,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-2343.75,-2343.75,0,0,-2344.2761,-0.5261,-2344.2761,0,-2343.75,-2343.75,-2343.75,0,-11.1,-0.002677,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66315380,711,MX 3.1,66315380,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,2031.25,2031.25,0,0,2031.692582,0.442582,2031.692582,0,2031.25,2031.25,-4531.25,0,-11.1,-0.002677,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66288825,707,MX 2.1,66288825,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM PSM,182812.5,182812.5,0,0,182856.3177,43.81766,182856.3177,0,182812.5,182812.5,182812.5,0,-378,-0.092936,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66288825,707,MX 3.1,66288825,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM PSM,98437.5,98437.5,0,0,98462.34291,24.84291,98462.34291,0,98437.5,98437.5,17187.5,0,-378,-0.092936,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67559065,700,MX 2.1,67559065,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,2109.375,2109.375,0,0,2109.516085,0.141085,2109.516085,0,2109.375,2109.375,2109.375,0,-16.65,-0.000997,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67559065,700,MX 3.1,67559065,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-25546.875,-25546.875,0,0,-25547.80177,-0.926772,-25547.80177,0,-25546.875,-25546.875,-2421.875,0,-16.65,-0.000997,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
64889422,762,MX 2.1,64889422,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM IDCR,7734.375,7734.375,0,0,7737.560208,3.185208,7737.560208,0,7734.375,7734.375,7734.375,0,-99.9,-0.047811,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64889422,762,MX 3.1,64889422,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM IDCR,41484.375,41484.375,0,0,41502.84019,18.465194,41502.84019,0,41484.375,41484.375,-29296.875,0,-99.9,-0.047811,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66444432,742,MX 2.1,66444432,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-687.5,-687.5,0,0,-687.649096,-0.149096,-687.649096,0,-687.5,-687.5,-687.5,0,-4.44,-0.000983,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66444432,742,MX 3.1,66444432,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-3687.5,-3687.5,0,0,-3688.257073,-0.757073,-3688.257073,0,-3687.5,-3687.5,7734.375,0,-4.44,-0.000983,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66382022,727,MX 2.1,66382022,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM PSM,164062.5,164062.5,0,0,164099.7101,37.210087,164099.7101,0,164062.5,164062.5,164062.5,0,-630,-0.142991,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66382022,727,MX 3.1,66382022,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM PSM,-210937.5,-210937.5,0,0,-210976.287,-38.787035,-210976.287,0,-210937.5,-210937.5,-3671.875,0,-630,-0.142991,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66315404,712,MX 2.1,66315404,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-203.125,-203.125,0,0,-203.170517,-0.045517,-203.170517,0,-203.125,-203.125,-203.125,0,-1.11,-0.000268,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66315404,712,MX 3.1,66315404,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,234.375,234.375,0,0,234.426351,0.051351,234.426351,0,234.375,234.375,2031.25,0,-1.11,-0.000268,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
64874075,750,MX 2.1,64874075,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM IDCR,20390.625,20390.625,0,0,20399.82686,9.201859,20399.82686,0,20390.625,20390.625,20390.625,0,-122.4,-0.058579,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64874075,750,MX 3.1,64874075,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM IDCR,54140.625,54140.625,0,0,54165.10685,24.481845,54165.10685,0,54140.625,54140.625,58593.75,0,-122.4,-0.058579,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64912179,770,MX 2.1,64912179,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM YYG,16015.625,16015.625,0,0,16022.94154,7.316542,16022.94154,0,16015.625,16015.625,16015.625,0,-68,-0.032326,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64912179,770,MX 3.1,64912179,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM YYG,34765.625,34765.625,0,0,34781.43042,15.805423,34781.43042,0,34765.625,34765.625,21093.75,0,-68,-0.032326,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64911089,768,MX 2.1,64911089,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,58593.75,58593.75,0,0,58620.21294,26.462944,58620.21294,0,58593.75,58593.75,58593.75,0,-126,-0.059899,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64911089,768,MX 3.1,64911089,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,14843.75,14843.75,0,0,14850.61225,6.862245,14850.61225,0,14843.75,14843.75,-49218.75,0,-126,-0.059899,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64872210,746,MX 2.1,64872210,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,-17968.75,-17968.75,0,0,-17976.7459,-7.995898,-17976.7459,0,-17968.75,-17968.75,-17968.75,0,-126,-0.060302,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64872210,746,MX 3.1,64872210,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,-55468.75,-55468.75,0,0,-55493.72366,-24.973661,-55493.72366,0,-55468.75,-55468.75,1328.125,0,-126,-0.060302,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66418463,737,MX 2.1,66418463,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,8984.375,8984.375,0,0,8986.375653,2.000653,8986.375653,0,8984.375,8984.375,8984.375,0,-27.75,-0.006241,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66418463,737,MX 3.1,66418463,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,27734.375,27734.375,0,0,27740.17551,5.800509,27740.17551,0,27734.375,27734.375,-47656.25,0,-27.75,-0.006241,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66288796,706,MX 2.1,66288796,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM PSM,45312.5,45312.5,0,0,45323.33808,10.838079,45323.33808,0,45312.5,45312.5,45312.5,0,-126,-0.030979,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66288796,706,MX 3.1,66288796,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM PSM,17187.5,17187.5,0,0,17192.01316,4.513163,17192.01316,0,17187.5,17187.5,-35312.5,0,-126,-0.030979,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
64926166,782,MX 2.1,64926166,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM IDCR,-126562.5,-126562.5,0,0,-126620.4741,-57.974083,-126620.4741,0,-126562.5,-126562.5,-126562.5,0,-399.6,-0.189966,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64926166,782,MX 3.1,64926166,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM IDCR,-261562.5,-261562.5,0,0,-261681.594,-119.094027,-261681.594,0,-261562.5,-261562.5,-39843.75,0,-399.6,-0.189966,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64924386,779,MX 2.1,64924386,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM TAE,-10156.25,-10156.25,0,0,-10162.64655,-6.396552,-10162.64655,0,-10156.25,-10156.25,-10156.25,0,-126,-0.059899,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
64924386,779,MX 3.1,64924386,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM TAE,-24218.75,-24218.75,0,0,-24230.85864,-12.108637,-24230.85864,0,-24218.75,-24218.75,-27343.75,0,-126,-0.059899,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66427564,740,MX 2.1,66427564,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,5859.375,5859.375,0,0,5860.646294,1.271294,5860.646294,0,5859.375,5859.375,5859.375,0,-27.75,-0.006144,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66427564,740,MX 3.1,66427564,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,24609.375,24609.375,0,0,24614.44615,5.07115,24614.44615,0,24609.375,24609.375,4765.625,0,-27.75,-0.006144,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66764398,832,MX 2.1,66764398,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-8593.75,-8593.75,0,0,-8594.998895,-1.248895,-8594.998895,0,-8593.75,-8593.75,-8593.75,0,-11.1,-0.001938,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66764398,832,MX 3.1,66764398,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG LMM NBK,-16093.75,-16093.75,0,0,-16096.02084,-2.270837,-16096.02084,0,-16093.75,-16093.75,-12500,0,-11.1,-0.001938,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67015424,878,MX 2.1,67015424,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM SHI,20703.125,20703.125,0,0,20705.65819,2.53319,20705.65819,0,20703.125,20703.125,20703.125,0,-63,-0.009057,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
67015424,878,MX 3.1,67015424,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM SHI,31640.625,31640.625,0,0,31644.44494,3.819938,31644.44494,0,31640.625,31640.625,42148.4375,0,-63,-0.009057,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66995750,874,MX 2.1,66995750,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,61445.3125,61445.3125,0,0,61453.40607,8.093568,61453.40607,0,61445.3125,61445.3125,61445.3125,0,-81.9,-0.011945,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66995750,874,MX 3.1,66995750,0,B,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,77695.3125,77695.3125,0,0,77705.31781,10.005308,77705.31781,0,77695.3125,77695.3125,-15187.5,0,-81.9,-0.011945,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66994411,851,MX 2.1,66994411,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,-187.5,-187.5,0,0,-187.598253,-0.098253,-187.598253,0,-187.5,-187.5,-187.5,0,-6.66,-0.000971,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66994411,851,MX 3.1,66994411,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,-843.75,-843.75,0,0,-843.918621,-0.168621,-843.918621,0,-843.75,-843.75,-21093.75,0,-6.66,-0.000971,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66995742,872,MX 2.1,66995742,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,-27070.3125,-27070.3125,0,0,-27073.81397,-3.501473,-27073.81397,0,-27070.3125,-27070.3125,-27070.3125,0,-44.1,-0.006432,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66995742,872,MX 3.1,66995742,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,-34726.5625,-34726.5625,0,0,-34730.9647,-4.402197,-34730.9647,0,-34726.5625,-34726.5625,-49609.375,0,-44.1,-0.006432,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66994387,845,MX 2.1,66994387,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,78.125,78.125,0,0,78.112465,-0.012535,78.112465,0,78.125,78.125,78.125,0,-2.22,-0.000324,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66994387,845,MX 3.1,66994387,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,-140.625,-140.625,0,0,-140.660991,-0.035991,-140.660991,0,-140.625,-140.625,-257.8125,0,-2.22,-0.000324,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66994385,844,MX 2.1,66994385,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,70.3125,70.3125,0,0,70.286959,-0.025541,70.286959,0,70.3125,70.3125,70.3125,0,-3.33,-0.000486,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66994385,844,MX 3.1,66994385,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,-257.8125,-257.8125,0,0,-257.873225,-0.060725,-257.873225,0,-257.8125,-257.8125,-609.375,0,-3.33,-0.000486,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66994383,843,MX 2.1,66994383,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,46.875,46.875,0,0,46.810441,-0.064559,46.810441,0,46.875,46.875,46.875,0,-6.66,-0.000971,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66994383,843,MX 3.1,66994383,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM WDK,-609.375,-609.375,0,0,-609.509927,-0.134927,-609.509927,0,-609.375,-609.375,33984.375,0,-6.66,-0.000971,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66995747,873,MX 2.1,66995747,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM SHI,-4687.5,-4687.5,0,0,-4687.857489,-0.357489,-4687.857489,0,-4687.5,-4687.5,-4687.5,0,-30.24,-0.004347,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66995747,873,MX 3.1,66995747,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG AMM SHI,-15187.5,-15187.5,0,0,-15188.6946,-1.194604,-15188.6946,0,-15187.5,-15187.5,-34726.5625,0,-30.24,-0.004347,0,0,0,0,0,0,0,USD,CBT     19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
67021702,881,MX 2.1,67021702,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG MDT ANG,-319921.875,-319921.875,0,0,-319961.7259,-39.85087,-319961.7259,0,-319921.875,-319921.875,-319921.875,0,-754,-0.108395,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
67021702,881,MX 3.1,67021702,0,S,USD,CBT TNOTE 10YR,DEAD,IRD,LFUT,   ,BBBBSG MDT ANG,-462109.375,-462109.375,0,0,-462165.9536,-56.578598,-462165.9536,0,-462109.375,-462109.375,135937.5,0,-754,-0.108395,0,0,0,0,0,0,0,USD,CBT     18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TNOTE 10YR,11spaces, 
66495967,812,MX 2.1,66495967,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBSG AMM MNR,-38281.25,-38281.25,0,0,-38288.98645,-7.736449,-38288.98645,0,-38281.25,-38281.25,-38281.25,0,-55.5,-0.012057,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
