Key Values,LineNumber,SourceName,M_NB,M_QTY_INDEX,M_TP_BUY,CURRENCY,INSTRUMENT,TRN_STATUS,TRN_FMLY,TRN_GRP,TRN_TYPE,PORTFOLIO,M_PL_CGR2,M_PL_CGRA2,M_PL_CGU2,M_PL_CGUA2,M_PL_CSFCP2,M_PL_CSFI2,M_PL_CSFR2,M_PL_CSFRV2,M_PL_CSNF2,M_PL_CSNFCP2,M_PL_CSNFR2,M_PL_CSNFRV2,M_PL_FE2,M_PL_FEFI2,M_PL_FMV2,M_PL_FMVCL2,M_PL_FPFCP2,M_PL_FPFRV2,M_PL_FPNFCP2,M_PL_FPNFRV2,M_PL_FTFI2,M_PL_INSCUR,M_PL_KEY1,M_PL_MVFCP2,M_PL_MVFRV2,M_PL_MVNFCP2,M_PL_MVNFRV2,M_PL_NFMV2,M_PL_NFMVCL2,M_PL_RVR2,M_PL_RVRA2,M_PL_RVU2,M_PL_RVUA2,M_PLIRDACC12,M_PLIRDACC22,M_PLIRDACS12,M_PLIRDACS22,M_PLIRDCUR1,M_PLIRDCUR2,M_PLIRDFPV12,M_PLIRDFPV22,M_RSKSECTION,M_TP_TYPE
53997872,4502,MX 3.1,53997872,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,43400,43400,0,0,43494.83992,94.839915,43494.83992,0,43400,43400,425000,0,-403.2,-0.889867,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61582129,4560,MX 2.1,61582129,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,-10875,-10875,0,0,-10878.36428,-3.364282,-10878.36428,0,-10875,-10875,-10875,0,-180,-0.179839,0,0,0,0,0,0,0,USD,SGX     15937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61582129,4560,MX 3.1,61582129,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,-15625,-15625,0,0,-15633.22113,-8.221129,-15633.22113,0,-15625,-15625,6875,0,-180,-0.179839,0,0,0,0,0,0,0,USD,SGX     15937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61880963,4582,MX 2.1,61880963,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,14162.5,14162.5,0,0,14174.6413,12.141302,14174.6413,0,14162.5,14162.5,14162.5,0,-180,-0.171882,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61880963,4582,MX 3.1,61880963,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,5637.5,5637.5,0,0,5641.995986,4.495986,5641.995986,0,5637.5,5637.5,1875,0,-180,-0.171882,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54896028,4518,MX 2.1,54896028,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,3125,3125,0,0,3131.314953,6.314953,3131.314953,0,3125,3125,3125,0,-900,-1.814448,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54896028,4518,MX 3.1,54896028,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,40625,40625,0,0,40706.02976,81.029756,40706.02976,0,40625,40625,-78125,0,-900,-1.814448,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61880965,4583,MX 2.1,61880965,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,44812.5,44812.5,0,0,44852.27443,39.77443,44852.27443,0,44812.5,44812.5,44812.5,0,-180,-0.171882,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61880965,4583,MX 3.1,61880965,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,41062.5,41062.5,0,0,41099.22863,36.728634,41099.22863,0,41062.5,41062.5,5637.5,0,-180,-0.171882,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
53956375,4501,MX 2.1,53956375,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG MDT ANG,481250,481250,0,0,482048.3314,798.331426,482048.3314,0,481250,481250,481250,0,-2000,-4.42293,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
53956375,4501,MX 3.1,53956375,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG MDT ANG,425000,425000,0,0,425665.8038,665.803815,425665.8038,0,425000,425000,40625,0,-2000,-4.42293,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54227332,4512,MX 2.1,54227332,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,-5312.5,-5312.5,0,0,-5321.558035,-9.058035,-5321.558035,0,-5312.5,-5312.5,-5312.5,0,-90,-0.193996,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54227332,4512,MX 3.1,54227332,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,-2187.5,-2187.5,0,0,-2190.444436,-2.944436,-2190.444436,0,-2187.5,-2187.5,-2812.5,0,-90,-0.193996,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54145864,4508,MX 2.1,54145864,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,-150000,-150000,0,0,-150325.5813,-325.581323,-150325.5813,0,-150000,-150000,-150000,0,-1800,-3.915494,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54145864,4508,MX 3.1,54145864,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,-218750,-218750,0,0,-219223.7726,-473.772618,-219223.7726,0,-218750,-218750,-44050,0,-1800,-3.915494,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61887243,4585,MX 2.1,61887243,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-4375,-4375,0,0,-4379.138058,-4.138058,-4379.138058,0,-4375,-4375,-4375,0,-180,-0.171882,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61887243,4585,MX 3.1,61887243,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-2500,-2500,0,0,-2502.388548,-2.388548,-2502.388548,0,-2500,-2500,-7187.5,0,-180,-0.171882,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61904144,4587,MX 2.1,61904144,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG CRD SGD,40000,40000,0,0,40036.96457,36.964569,40036.96457,0,40000,40000,40000,0,-640,-0.611135,0,0,0,0,0,0,0,USD,SGX     15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61904144,4587,MX 3.1,61904144,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG CRD SGD,45000,45000,0,0,45041.40611,41.406113,45041.40611,0,45000,45000,29550,0,-640,-0.611135,0,0,0,0,0,0,0,USD,SGX     15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54296707,4514,MX 2.1,54296707,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG CRD SGD,-16250,-16250,0,0,-16284.19577,-34.195765,-16284.19577,0,-16250,-16250,-16250,0,-400,-0.85775,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54296707,4514,MX 3.1,54296707,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG CRD SGD,-23750,-23750,0,0,-23799.82345,-49.82345,-23799.82345,0,-23750,-23750,-4062.5,0,-400,-0.85775,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61869960,4581,MX 2.1,61869960,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-11875,-11875,0,0,-11886.60667,-11.60667,-11886.60667,0,-11875,-11875,-11875,0,-180,-0.172482,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61869960,4581,MX 3.1,61869960,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,1875,1875,0,0,1875.825482,0.825482,1875.825482,0,1875,1875,112500,0,-180,-0.172482,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
56202441,4539,MX 2.1,56202441,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ALI,-46250,-46250,0,0,-46331.00906,-81.009063,-46331.00906,0,-46250,-46250,-46250,0,-720,-1.290452,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
56202441,4539,MX 3.1,56202441,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ALI,-70000,-70000,0,0,-70122.22039,-122.220392,-70122.22039,0,-70000,-70000,3937.5,0,-720,-1.290452,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
64796874,4542,MX 2.1,64796874,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-20625,-20625,0,0,-20634.87213,-9.872131,-20634.87213,0,-20625,-20625,-20625,0,-100,-0.048539,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
64796874,4542,MX 3.1,64796874,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-30625,-30625,0,0,-30639.62603,-14.626028,-30639.62603,0,-30625,-30625,-43125,0,-100,-0.048539,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
55464077,4526,MX 2.1,55464077,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,21875,21875,0,0,21916.6528,41.652801,21916.6528,0,21875,21875,21875,0,-900,-1.713125,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
55464077,4526,MX 3.1,55464077,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,65625,65625,0,0,65749.25395,124.253948,65749.25395,0,65625,65625,-4375,0,-900,-1.713125,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
62010766,4592,MX 2.1,62010766,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,-937.5,-937.5,0,0,-938.277617,-0.777617,-938.277617,0,-937.5,-937.5,-937.5,0,-90,-0.08534,0,0,0,0,0,0,0,USD,SGX     15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
62010766,4592,MX 3.1,62010766,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,-4062.5,-4062.5,0,0,-4066.103106,-3.603106,-4066.103106,0,-4062.5,-4062.5,-2875,0,-90,-0.08534,0,0,0,0,0,0,0,USD,SGX     15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61658135,4565,MX 2.1,61658135,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,762.5,762.5,0,0,762.462191,-0.037809,762.462191,0,762.5,762.5,762.5,0,-190,-0.18703,0,0,0,0,0,0,0,USD,SGX     15938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61658135,4565,MX 3.1,61658135,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,6237.5,6237.5,0,0,6242.158246,4.658246,6242.158246,0,6237.5,6237.5,14687.5,0,-190,-0.18703,0,0,0,0,0,0,0,USD,SGX     15938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
55464105,4528,MX 2.1,55464105,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,-40625,-40625,0,0,-40702.36638,-77.366384,-40702.36638,0,-40625,-40625,-40625,0,-900,-1.713125,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
55464105,4528,MX 3.1,55464105,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,-96875,-96875,0,0,-97058.56786,-183.567858,-97058.56786,0,-96875,-96875,-65625,0,-900,-1.713125,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61700168,4570,MX 2.1,61700168,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG CRD SGD,-52500,-52500,0,0,-52550.93986,-50.939863,-52550.93986,0,-52500,-52500,-52500,0,-640,-0.625371,0,0,0,0,0,0,0,USD,SGX     15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61700168,4570,MX 3.1,61700168,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG CRD SGD,-60000,-60000,0,0,-60058.15373,-58.153731,-60058.15373,0,-60000,-60000,178125,0,-640,-0.625371,0,0,0,0,0,0,0,USD,SGX     15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61566604,4555,MX 2.1,61566604,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,3437.5,3437.5,0,0,3440.921051,3.421051,3440.921051,0,3437.5,3437.5,3437.5,0,-90,-0.08992,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61566604,4555,MX 3.1,61566604,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,9062.5,9062.5,0,0,9071.458138,8.958138,9071.458138,0,9062.5,9062.5,-30625,0,-90,-0.08992,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61724118,4575,MX 2.1,61724118,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG CRD SGD,17500,17500,0,0,17516.87615,16.87615,17516.87615,0,17500,17500,17500,0,-640,-0.625371,0,0,0,0,0,0,0,USD,SGX     15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61724118,4575,MX 3.1,61724118,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG CRD SGD,25000,25000,0,0,25024.09002,24.090018,25024.09002,0,25000,25000,25562.5,0,-640,-0.625371,0,0,0,0,0,0,0,USD,SGX     15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
64773403,4541,MX 2.1,64773403,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ALI,-35625,-35625,0,0,-35642.23746,-17.237464,-35642.23746,0,-35625,-35625,-35625,0,-300,-0.14987,0,0,0,0,0,0,0,USD,SGX     15938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
64773403,4541,MX 3.1,64773403,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ALI,-43125,-43125,0,0,-43145.80289,-20.802886,-43145.80289,0,-43125,-43125,-184375,0,-300,-0.14987,0,0,0,0,0,0,0,USD,SGX     15938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54159737,4510,MX 2.1,54159737,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,625,625,0,0,626.427046,1.427046,626.427046,0,625,625,625,0,-180,-0.391549,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54159737,4510,MX 3.1,54159737,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,11875,11875,0,0,11900.11893,25.118925,11900.11893,0,11875,11875,206250,0,-180,-0.391549,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61695191,4568,MX 2.1,61695191,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,-171875,-171875,0,0,-172041.9609,-166.960884,-172041.9609,0,-171875,-171875,-171875,0,-900,-0.879427,0,0,0,0,0,0,0,USD,SGX     17935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61695191,4568,MX 3.1,61695191,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,-203125,-203125,0,0,-203322.0187,-197.018667,-203322.0187,0,-203125,-203125,33750,0,-900,-0.879427,0,0,0,0,0,0,0,USD,SGX     17935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
55147167,4523,MX 2.1,55147167,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,1875,1875,0,0,1878.662245,3.662245,1878.662245,0,1875,1875,1875,0,-180,-0.352995,0,0,0,0,0,0,0,USD,SGX     15716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
55147167,4523,MX 3.1,55147167,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,3125,3125,0,0,3131.095856,6.095856,3131.095856,0,3125,3125,-7187.5,0,-180,-0.352995,0,0,0,0,0,0,0,USD,SGX     15716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61905532,4588,MX 2.1,61905532,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-6875,-6875,0,0,-6881.516961,-6.516961,-6881.516961,0,-6875,-6875,-6875,0,-180,-0.171882,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61905532,4588,MX 3.1,61905532,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-5000,-5000,0,0,-5004.767452,-4.767452,-5004.767452,0,-5000,-5000,45000,0,-180,-0.171882,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61731651,4576,MX 2.1,61731651,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-1875,-1875,0,0,-1876.817543,-1.817543,-1876.817543,0,-1875,-1875,-1875,0,-180,-0.175185,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61731651,4576,MX 3.1,61731651,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,3125,3125,0,0,3127.991702,2.991702,3127.991702,0,3125,3125,25000,0,-180,-0.175185,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61731654,4577,MX 2.1,61731654,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,87.5,87.5,0,0,87.584819,0.084819,87.584819,0,87.5,87.5,87.5,0,-3.6,-0.003504,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61731654,4577,MX 3.1,61731654,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,187.5,187.5,0,0,187.681004,0.181004,187.681004,0,187.5,187.5,3125,0,-3.6,-0.003504,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61719128,4573,MX 2.1,61719128,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-34350,-34350,0,0,-34383.29216,-33.292158,-34383.29216,0,-34350,-34350,-34350,0,-180,-0.175885,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
61719128,4573,MX 3.1,61719128,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,-20756.25,-20756.25,0,0,-20777.25182,-21.001822,-20777.25182,0,-20756.25,-20756.25,-625,0,-180,-0.175885,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
64849108,4550,MX 2.1,64849108,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,17912.5,17912.5,0,0,17920.49601,7.996013,17920.49601,0,17912.5,17912.5,17912.5,0,-100,-0.047859,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
64849108,4550,MX 3.1,64849108,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM ZIL,5412.5,5412.5,0,0,5415.072556,2.572556,5415.072556,0,5412.5,5412.5,-10625,0,-100,-0.047859,0,0,0,0,0,0,0,USD,SGX     17936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54049092,4504,MX 2.1,54049092,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,-9375,-9375,0,0,-9395.484544,-20.484544,-9395.484544,0,-9375,-9375,-9375,0,-900,-1.969773,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
54049092,4504,MX 3.1,54049092,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM PSM,-65625,-65625,0,0,-65768.10994,-143.109944,-65768.10994,0,-65625,-65625,-43400,0,-900,-1.969773,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
62052919,4595,MX 2.1,62052919,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,612.5,612.5,0,0,613.044218,0.544218,613.044218,0,612.5,612.5,612.5,0,-90,-0.083976,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
62052919,4595,MX 3.1,62052919,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,-12.5,-12.5,0,0,-12.522274,-0.022274,-12.522274,0,-12.5,-12.5,-9062.5,0,-90,-0.083976,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
56037157,4537,MX 2.1,56037157,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,23125,23125,0,0,23165.4821,40.482096,23165.4821,0,23125,23125,23125,0,-180,-0.327221,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
56037157,4537,MX 3.1,56037157,0,B,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,24375,24375,0,0,24417.54664,42.546642,24417.54664,0,24375,24375,-35262.5,0,-180,-0.327221,0,0,0,0,0,0,0,USD,SGX     15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
55061352,4522,MX 2.1,55061352,0,S,USD,SGX EURO USD,DEAD,IRD,SFUT,   ,BBBBSG AMM SHI,-312.5,-312.5,0,0,-313.173461,-0.673461,-313.173461,0,-312.5,-312.5,-312.5,0,-270,-0.534114,0,0,0,0,0,0,0,USD,SGX     15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,SGX EURO USD,11spaces, 
