Key Values,LineNumber,SourceName,M_NB,M_QTY_INDEX,M_TP_BUY,CURRENCY,INSTRUMENT,TRN_STATUS,TRN_FMLY,TRN_GRP,TRN_TYPE,PORTFOLIO,M_PL_CGR2,M_PL_CGRA2,M_PL_CGU2,M_PL_CGUA2,M_PL_CSFCP2,M_PL_CSFI2,M_PL_CSFR2,M_PL_CSFRV2,M_PL_CSNF2,M_PL_CSNFCP2,M_PL_CSNFR2,M_PL_CSNFRV2,M_PL_FE2,M_PL_FEFI2,M_PL_FMV2,M_PL_FMVCL2,M_PL_FPFCP2,M_PL_FPFRV2,M_PL_FPNFCP2,M_PL_FPNFRV2,M_PL_FTFI2,M_PL_INSCUR,M_PL_KEY1,M_PL_MVFCP2,M_PL_MVFRV2,M_PL_MVNFCP2,M_PL_MVNFRV2,M_PL_NFMV2,M_PL_NFMVCL2,M_PL_RVR2,M_PL_RVRA2,M_PL_RVU2,M_PL_RVUA2,M_PLIRDACC12,M_PLIRDACC22,M_PLIRDACS12,M_PLIRDACS22,M_PLIRDCUR1,M_PLIRDCUR2,M_PLIRDFPV12,M_PLIRDFPV22,M_RSKSECTION,M_TP_TYPE
67387201,178,MX 2.1,67387201,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-1001999.075,-1001999.075,0,0,0,0,0,0,0,0,-24911.3,-55.129033,-1001463.991,-1001463.991,0,0,0,0,535.083918,CN1,30spaces,-1001463.991,0,-1001999.075,0,-1001999.075,-1001999.075,0,0,0,0,503013.7,-606494.91,503013.7,-606494.91,CN1,CN1,31184481.7,-32185945.69,20spaces,11spaces
67387201,178,MX 3.1,67387201,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-1001999.075,-1001999.075,0,0,0,0,0,0,0,0,-22901.3,-51.086393,-1001463.991,0,0,0,0,0,535.083918,CN1,30spaces,-1001463.991,0,-1001999.075,0,-1001999.075,0,0,0,0,0,503013.7,-606494.91,503013.7,-606494.91,CN1,CN1,31184481.7,-32185945.69,20spaces,11spaces
67387202,179,MX 2.1,67387202,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,2843864.621,2843864.621,0,0,0,0,0,0,0,0,-5710,-11.484316,2842345.95,2842345.95,0,0,0,0,-1518.670288,CN1,30spaces,2842345.95,0,2843864.621,0,2843864.621,2843864.621,0,0,0,0,-2234712.33,2880850.83,-2234712.33,2880850.83,CN1,CN1,-29784268.1,32626614.05,20spaces,11spaces
67387202,179,MX 3.1,67387202,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,2843864.621,2843864.621,0,0,0,0,0,0,0,0,0,0,2842345.95,0,0,0,0,0,-1518.670288,CN1,30spaces,2842345.95,0,2843864.621,0,2843864.621,0,0,0,0,0,-2234712.33,2880850.83,-2234712.33,2880850.83,CN1,CN1,-29784268.1,32626614.05,20spaces,11spaces
67770086,143,MX 2.1,67770086,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD KT,0,0,46600.92636,46600.92636,0,0,0,0,0,0,0,0,-3110,-3.498246,46576.0407,46576.0407,0,0,0,0,-24.885658,CN1,30spaces,46576.0407,0,46600.92636,0,46600.92636,46600.92636,0,0,0,0,-94109.59,152921.09,-94109.59,152921.09,CN1,CN1,-3363389.48,3409965.52,20spaces,11spaces
67770086,143,MX 3.1,67770086,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD KT,0,0,46600.92636,46600.92636,0,0,0,0,0,0,0,0,-2500,-2.959591,46576.0407,0,0,0,0,0,-24.885658,CN1,30spaces,46576.0407,0,46600.92636,0,46600.92636,0,0,0,0,0,-94109.59,152921.09,-94109.59,152921.09,CN1,CN1,-3363389.48,3409965.52,20spaces,11spaces
67387199,176,MX 2.1,67387199,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-233524.0055,-233524.0055,0,0,0,0,0,0,0,0,-1560,-3.571516,-233399.2999,-233399.2999,0,0,0,0,124.705644,CN1,30spaces,-233399.2999,0,-233524.0055,0,-233524.0055,-233524.0055,0,0,0,0,111328.77,-151623.73,111328.77,-151623.73,CN1,CN1,1483790.91,-1717190.21,20spaces,11spaces
67387199,176,MX 3.1,67387199,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-233524.0055,-233524.0055,0,0,0,0,0,0,0,0,-1250,-2.879993,-233399.2999,0,0,0,0,0,124.705644,CN1,30spaces,-233399.2999,0,-233524.0055,0,-233524.0055,0,0,0,0,0,111328.77,-151623.73,111328.77,-151623.73,CN1,CN1,1483790.91,-1717190.21,20spaces,11spaces
67689759,136,MX 2.1,67689759,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD KT,0,0,11810.61422,11810.61422,0,0,0,0,0,0,0,0,-130,-0.184863,11804.30716,11804.30716,0,0,0,0,-6.307061,CN1,30spaces,11804.30716,0,11810.61422,0,11810.61422,11810.61422,0,0,0,0,-29983.56,40676.06,-29983.56,40676.06,CN1,CN1,-670096.7,681901,20spaces,11spaces
67689759,136,MX 3.1,67689759,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD KT,0,0,11810.61422,11810.61422,0,0,0,0,0,0,0,0,0,0,11804.30716,0,0,0,0,0,-6.307061,CN1,30spaces,11804.30716,0,11810.61422,0,11810.61422,0,0,0,0,0,-29983.56,40676.06,-29983.56,40676.06,CN1,CN1,-670096.7,681901,20spaces,11spaces
67340220,198,MX 2.1,67340220,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-1479369.519,-1479369.519,0,0,0,0,0,0,0,0,-13830.41,-31.736225,-1478579.511,-1478579.511,0,0,0,0,790.007554,CN1,30spaces,-1478579.511,0,-1479369.519,0,-1479369.519,-1479369.519,0,0,0,0,579760.27,-758118.64,579760.27,-758118.64,CN1,CN1,15140087.25,-16618666.76,20spaces,11spaces
67340220,198,MX 3.1,67340220,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-1479369.519,-1479369.519,0,0,0,0,0,0,0,0,-12070.41,-27.810157,-1478579.511,0,0,0,0,0,790.007554,CN1,30spaces,-1478579.511,0,-1479369.519,0,-1479369.519,0,0,0,0,0,579760.27,-758118.64,579760.27,-758118.64,CN1,CN1,15140087.25,-16618666.76,20spaces,11spaces
67340221,199,MX 2.1,67340221,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-213795.3184,-213795.3184,0,0,0,0,0,0,0,0,-310,-0.691523,-213681.1482,-213681.1482,0,0,0,0,114.170202,CN1,30spaces,-213681.1482,0,-213795.3184,0,-213795.3184,-213795.3184,0,0,0,0,112808.22,-151623.73,112808.22,-151623.73,CN1,CN1,1503509.07,-1717190.21,20spaces,11spaces
67340221,199,MX 3.1,67340221,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-213795.3184,-213795.3184,0,0,0,0,0,0,0,0,0,0,-213681.1482,0,0,0,0,0,114.170202,CN1,30spaces,-213681.1482,0,-213795.3184,0,-213795.3184,0,0,0,0,0,112808.22,-151623.73,112808.22,-151623.73,CN1,CN1,1503509.07,-1717190.21,20spaces,11spaces
67689764,137,MX 2.1,67689764,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,88458.98036,88458.98036,0,0,0,0,0,0,0,0,-610,-0.867436,88411.74181,88411.74181,0,0,0,0,-47.238544,CN1,30spaces,88411.74181,0,88458.98036,0,88458.98036,88458.98036,0,0,0,0,-148602.74,203380.28,-148602.74,203380.28,CN1,CN1,-3321093.28,3409505.02,20spaces,11spaces
67689764,137,MX 3.1,67689764,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,88458.98036,88458.98036,0,0,0,0,0,0,0,0,0,0,88411.74181,0,0,0,0,0,-47.238544,CN1,30spaces,88411.74181,0,88458.98036,0,88458.98036,0,0,0,0,0,-148602.74,203380.28,-148602.74,203380.28,CN1,CN1,-3321093.28,3409505.02,20spaces,11spaces
67493951,154,MX 2.1,67493951,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH FXD JT,0,0,165792.4389,165792.4389,0,0,0,0,0,0,0,0,-610,-1.137217,165703.903,165703.903,0,0,0,0,-88.535878,CN1,30spaces,165703.903,0,165792.4389,0,165792.4389,165792.4389,0,0,0,0,-199506.85,255620.09,-199506.85,255620.09,CN1,CN1,-3244463.45,3410167.35,20spaces,11spaces
67493951,154,MX 3.1,67493951,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH FXD JT,0,0,165792.4389,165792.4389,0,0,0,0,0,0,0,0,0,0,165703.903,0,0,0,0,0,-88.535878,CN1,30spaces,165703.903,0,165792.4389,0,165792.4389,0,0,0,0,0,-199506.85,255620.09,-199506.85,255620.09,CN1,CN1,-3244463.45,3410167.35,20spaces,11spaces
66989419,131,MX 2.1,66989419,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,542969.2654,542969.2654,0,0,0,0,0,0,0,0,-710,-2.354015,542679.311,542679.311,0,0,0,0,-289.954481,CN1,30spaces,542679.311,0,542969.2654,0,542969.2654,542969.2654,0,0,0,0,-363041.1,429584.83,-363041.1,429584.83,CN1,CN1,-6111086.03,6653765.34,20spaces,11spaces
66989419,131,MX 3.1,66989419,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,542969.2654,542969.2654,0,0,0,0,0,0,0,0,0,0,542679.311,0,0,0,0,0,-289.954481,CN1,30spaces,542679.311,0,542969.2654,0,542969.2654,0,0,0,0,0,-363041.1,429584.83,-363041.1,429584.83,CN1,CN1,-6111086.03,6653765.34,20spaces,11spaces
67689767,139,MX 2.1,67689767,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,35528.19323,35528.19323,0,0,0,0,0,0,0,0,-2492.7,-3.713208,35509.22059,35509.22059,0,0,0,0,-18.972637,CN1,30spaces,35509.22059,0,35528.19323,0,35528.19323,35528.19323,0,0,0,0,31123.29,-40676.06,31123.29,-40676.06,CN1,CN1,3252625.91,-3217116.69,20spaces,11spaces
67689767,139,MX 3.1,67689767,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,35528.19323,35528.19323,0,0,0,0,0,0,0,0,-2282.7,-3.414583,35509.22059,0,0,0,0,0,-18.972637,CN1,30spaces,35509.22059,0,35528.19323,0,35528.19323,0,0,0,0,0,31123.29,-40676.06,31123.29,-40676.06,CN1,CN1,3252625.91,-3217116.69,20spaces,11spaces
67689766,138,MX 2.1,67689766,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,17193.74932,17193.74932,0,0,0,0,0,0,0,0,-210,-0.298625,17184.56757,17184.56757,0,0,0,0,-9.181744,CN1,30spaces,17184.56757,0,17193.74932,0,17193.74932,17193.74932,0,0,0,0,30947.95,-40676.06,30947.95,-40676.06,CN1,CN1,3234301.26,-3217116.69,20spaces,11spaces
67689766,138,MX 3.1,67689766,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,17193.74932,17193.74932,0,0,0,0,0,0,0,0,0,0,17184.56757,0,0,0,0,0,-9.181744,CN1,30spaces,17184.56757,0,17193.74932,0,17193.74932,0,0,0,0,0,30947.95,-40676.06,30947.95,-40676.06,CN1,CN1,3234301.26,-3217116.69,20spaces,11spaces
67387221,122,MX 2.1,67387221,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,240586.6415,240586.6415,0,0,0,0,0,0,0,0,-2486.71,-5.413286,240458.1643,240458.1643,0,0,0,0,-128.477207,CN1,30spaces,240458.1643,0,240586.6415,0,240586.6415,240586.6415,0,0,0,0,-215013.7,292415.31,-215013.7,292415.31,CN1,CN1,-2416299.51,2656757.68,20spaces,11spaces
67387221,122,MX 3.1,67387221,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,240586.6415,240586.6415,0,0,0,0,0,0,0,0,-1876.71,-4.186415,240458.1643,0,0,0,0,0,-128.477207,CN1,30spaces,240458.1643,0,240586.6415,0,240586.6415,0,0,0,0,0,-215013.7,292415.31,-215013.7,292415.31,CN1,CN1,-2416299.51,2656757.68,20spaces,11spaces
67340210,190,MX 2.1,67340210,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-467048.0111,-467048.0111,0,0,0,0,0,0,0,0,-3110,-7.120725,-466798.5998,-466798.5998,0,0,0,0,249.411288,CN1,30spaces,-466798.5998,0,-467048.0111,0,-467048.0111,-467048.0111,0,0,0,0,222657.53,-303247.46,222657.53,-303247.46,CN1,CN1,2967581.83,-3434380.43,20spaces,11spaces
67340210,190,MX 3.1,67340210,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-467048.0111,-467048.0111,0,0,0,0,0,0,0,0,-2500,-5.759986,-466798.5998,0,0,0,0,0,249.411288,CN1,30spaces,-466798.5998,0,-467048.0111,0,-467048.0111,0,0,0,0,0,222657.53,-303247.46,222657.53,-303247.46,CN1,CN1,2967581.83,-3434380.43,20spaces,11spaces
67340211,191,MX 2.1,67340211,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,178202.7665,178202.7665,0,0,0,0,0,0,0,0,-2505.07,-5.75628,178107.6033,178107.6033,0,0,0,0,-95.163196,CN1,30spaces,178107.6033,0,178202.7665,0,178202.7665,178202.7665,0,0,0,0,-49043.84,60649.49,-49043.84,60649.49,CN1,CN1,-3040486.97,3218594.57,20spaces,11spaces
67340211,191,MX 3.1,67340211,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,178202.7665,178202.7665,0,0,0,0,0,0,0,0,-2295.07,-5.287828,178107.6033,0,0,0,0,0,-95.163196,CN1,30spaces,178107.6033,0,178202.7665,0,178202.7665,0,0,0,0,0,-49043.84,60649.49,-49043.84,60649.49,CN1,CN1,-3040486.97,3218594.57,20spaces,11spaces
67340212,192,MX 2.1,67340212,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH FXD JM,0,0,128102.8128,128102.8128,0,0,0,0,0,0,0,0,-1260.01,-2.894996,128034.4038,128034.4038,0,0,0,0,-68.409,CN1,30spaces,128034.4038,0,128102.8128,0,128102.8128,128102.8128,0,0,0,0,-23893.15,30324.75,-23893.15,30324.75,CN1,CN1,-1481262.88,1609297.28,20spaces,11spaces
67340212,192,MX 3.1,67340212,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH FXD JM,0,0,128102.8128,128102.8128,0,0,0,0,0,0,0,0,-1150.01,-2.649617,128034.4038,0,0,0,0,0,-68.409,CN1,30spaces,128034.4038,0,128102.8128,0,128102.8128,0,0,0,0,0,-23893.15,30324.75,-23893.15,30324.75,CN1,CN1,-1481262.88,1609297.28,20spaces,11spaces
67387193,175,MX 2.1,67387193,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-214988.049,-214988.049,0,0,0,0,0,0,0,0,-2763.21,-6.546327,-214873.2419,-214873.2419,0,0,0,0,114.80714,CN1,30spaces,-214873.2419,0,-214988.049,0,-214988.049,-214988.049,0,0,0,0,116602.74,-152638.86,116602.74,-152638.86,CN1,CN1,1490713.79,-1705587.03,20spaces,11spaces
67387193,175,MX 3.1,67387193,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-214988.049,-214988.049,0,0,0,0,0,0,0,0,-2453.21,-5.832089,-214873.2419,0,0,0,0,0,114.80714,CN1,30spaces,-214873.2419,0,-214988.049,0,-214988.049,0,0,0,0,0,116602.74,-152638.86,116602.74,-152638.86,CN1,CN1,1490713.79,-1705587.03,20spaces,11spaces
67340213,193,MX 2.1,67340213,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH FXD JM,0,0,181736.2019,181736.2019,0,0,0,0,0,0,0,0,-1560,-3.571516,181639.1517,181639.1517,0,0,0,0,-97.050109,CN1,30spaces,181639.1517,0,181736.2019,0,181736.2019,181736.2019,0,0,0,0,-115212.33,151623.73,-115212.33,151623.73,CN1,CN1,-1535551.06,1717190.21,20spaces,11spaces
67340213,193,MX 3.1,67340213,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH FXD JM,0,0,181736.2019,181736.2019,0,0,0,0,0,0,0,0,-1250,-2.879993,181639.1517,0,0,0,0,0,-97.050109,CN1,30spaces,181639.1517,0,181736.2019,0,181736.2019,0,0,0,0,0,-115212.33,151623.73,-115212.33,151623.73,CN1,CN1,-1535551.06,1717190.21,20spaces,11spaces
67340214,194,MX 2.1,67340214,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH FXD JM,0,0,179270.116,179270.116,0,0,0,0,0,0,0,0,-1560,-3.571516,179174.3828,179174.3828,0,0,0,0,-95.733178,CN1,30spaces,179174.3828,0,179270.116,0,179270.116,179270.116,0,0,0,0,-115397.26,151623.73,-115397.26,151623.73,CN1,CN1,-1538015.83,1717190.21,20spaces,11spaces
67340214,194,MX 3.1,67340214,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH FXD JM,0,0,179270.116,179270.116,0,0,0,0,0,0,0,0,-1250,-2.879993,179174.3828,0,0,0,0,0,-95.733178,CN1,30spaces,179174.3828,0,179270.116,0,179270.116,0,0,0,0,0,-115397.26,151623.73,-115397.26,151623.73,CN1,CN1,-1538015.83,1717190.21,20spaces,11spaces
66989424,135,MX 2.1,66989424,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH FXD JM,0,0,-158512.4027,-158512.4027,0,0,0,0,0,0,0,0,-210,-0.636004,-158427.7544,-158427.7544,0,0,0,0,84.648219,CN1,30spaces,-158427.7544,0,-158512.4027,0,-158512.4027,-158512.4027,0,0,0,0,69545.21,-85227.45,69545.21,-85227.45,CN1,CN1,3068147.75,-3226575.5,20spaces,11spaces
66989424,135,MX 3.1,66989424,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH FXD JM,0,0,-158512.4027,-158512.4027,0,0,0,0,0,0,0,0,0,0,-158427.7544,0,0,0,0,0,84.648219,CN1,30spaces,-158427.7544,0,-158512.4027,0,-158512.4027,0,0,0,0,0,69545.21,-85227.45,69545.21,-85227.45,CN1,CN1,3068147.75,-3226575.5,20spaces,11spaces
67340216,195,MX 2.1,67340216,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,208863.1466,208863.1466,0,0,0,0,0,0,0,0,-310,-0.691523,208751.6103,208751.6103,0,0,0,0,-111.536341,CN1,30spaces,208751.6103,0,208863.1466,0,208863.1466,208863.1466,0,0,0,0,-113178.08,151623.73,-113178.08,151623.73,CN1,CN1,-1508438.6,1717190.21,20spaces,11spaces
67340216,195,MX 3.1,67340216,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,208863.1466,208863.1466,0,0,0,0,0,0,0,0,0,0,208751.6103,0,0,0,0,0,-111.536341,CN1,30spaces,208751.6103,0,208863.1466,0,208863.1466,0,0,0,0,0,-113178.08,151623.73,-113178.08,151623.73,CN1,CN1,-1508438.6,1717190.21,20spaces,11spaces
67340218,196,MX 2.1,67340218,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-223659.662,-223659.662,0,0,0,0,0,0,0,0,-310,-0.691523,-223540.224,-223540.224,0,0,0,0,119.437923,CN1,30spaces,-223540.224,0,-223659.662,0,-223659.662,-223659.662,0,0,0,0,112068.49,-151623.73,112068.49,-151623.73,CN1,CN1,1493649.99,-1717190.21,20spaces,11spaces
67340218,196,MX 3.1,67340218,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-223659.662,-223659.662,0,0,0,0,0,0,0,0,0,0,-223540.224,0,0,0,0,0,119.437923,CN1,30spaces,-223540.224,0,-223659.662,0,-223659.662,0,0,0,0,0,112068.49,-151623.73,112068.49,-151623.73,CN1,CN1,1493649.99,-1717190.21,20spaces,11spaces
67340219,197,MX 2.1,67340219,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-411093.8902,-411093.8902,0,0,0,0,0,0,0,0,-6248.63,-14.359439,-410874.3594,-410874.3594,0,0,0,0,219.530871,CN1,30spaces,-410874.3594,0,-411093.8902,0,-411093.8902,-411093.8902,0,0,0,0,123164.38,-151623.73,123164.38,-151623.73,CN1,CN1,7635612.06,-8046486.42,20spaces,11spaces
67340219,197,MX 3.1,67340219,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-411093.8902,-411093.8902,0,0,0,0,0,0,0,0,-5738.63,-13.221772,-410874.3594,0,0,0,0,0,219.530871,CN1,30spaces,-410874.3594,0,-411093.8902,0,-411093.8902,0,0,0,0,0,123164.38,-151623.73,123164.38,-151623.73,CN1,CN1,7635612.06,-8046486.42,20spaces,11spaces
66989421,132,MX 2.1,66989421,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-729435.5207,-729435.5207,0,0,0,0,0,0,0,0,-1210,-4.011772,-729045.9902,-729045.9902,0,0,0,0,389.530516,CN1,30spaces,-729045.9902,0,-729435.5207,0,-729435.5207,-729435.5207,0,0,0,0,715726.03,-859169.66,715726.03,-859169.66,CN1,CN1,6107859.72,-6836905.71,20spaces,11spaces
66989421,132,MX 3.1,66989421,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-729435.5207,-729435.5207,0,0,0,0,0,0,0,0,0,0,-729045.9902,0,0,0,0,0,389.530516,CN1,30spaces,-729045.9902,0,-729435.5207,0,-729435.5207,0,0,0,0,0,715726.03,-859169.66,715726.03,-859169.66,CN1,CN1,6107859.72,-6836905.71,20spaces,11spaces
66989422,133,MX 2.1,66989422,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,154263.7846,154263.7846,0,0,0,0,0,0,0,0,-1535.39,-4.914956,154181.4052,154181.4052,0,0,0,0,-82.379388,CN1,30spaces,154181.4052,0,154263.7846,0,154263.7846,154263.7846,0,0,0,0,-166575.34,213068.64,-166575.34,213068.64,CN1,CN1,-1570601.03,1724782.44,20spaces,11spaces
66989422,133,MX 3.1,66989422,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,154263.7846,154263.7846,0,0,0,0,0,0,0,0,-1225.39,-3.976094,154181.4052,0,0,0,0,0,-82.379388,CN1,30spaces,154181.4052,0,154263.7846,0,154263.7846,0,0,0,0,0,-166575.34,213068.64,-166575.34,213068.64,CN1,CN1,-1570601.03,1724782.44,20spaces,11spaces
66989423,134,MX 2.1,66989423,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,168996.0366,168996.0366,0,0,0,0,0,0,0,0,-1560,-4.99481,168905.7899,168905.7899,0,0,0,0,-90.246652,CN1,30spaces,168905.7899,0,168996.0366,0,168996.0366,168996.0366,0,0,0,0,-165013.7,213068.64,-165013.7,213068.64,CN1,CN1,-1555876.65,1724782.44,20spaces,11spaces
66989423,134,MX 3.1,66989423,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,168996.0366,168996.0366,0,0,0,0,0,0,0,0,-1250,-4.055947,168905.7899,0,0,0,0,0,-90.246652,CN1,30spaces,168905.7899,0,168996.0366,0,168996.0366,0,0,0,0,0,-165013.7,213068.64,-165013.7,213068.64,CN1,CN1,-1555876.65,1724782.44,20spaces,11spaces
67387258,123,MX 2.1,67387258,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD NH,0,0,347030.8371,347030.8371,0,0,0,0,0,0,0,0,-790,-1.530831,346845.5169,346845.5169,0,0,0,0,-185.320151,CN1,30spaces,346845.5169,0,347030.8371,0,347030.8371,347030.8371,0,0,0,0,-276098.63,380139.9,-276098.63,380139.9,CN1,CN1,-4116599.67,4463445.18,20spaces,11spaces
67387258,123,MX 3.1,67387258,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD NH,0,0,347030.8371,347030.8371,0,0,0,0,0,0,0,0,0,0,346845.5169,0,0,0,0,0,-185.320151,CN1,30spaces,346845.5169,0,347030.8371,0,347030.8371,0,0,0,0,0,-276098.63,380139.9,-276098.63,380139.9,CN1,CN1,-4116599.67,4463445.18,20spaces,11spaces
67535427,157,MX 2.1,67535427,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-58978.15625,-58978.15625,0,0,0,0,0,0,0,0,-310,-0.532306,-58946.66094,-58946.66094,0,0,0,0,31.495301,CN1,30spaces,-58946.66094,0,-58978.15625,0,-58978.15625,-58978.15625,0,0,0,0,91917.81,-117118.44,91917.81,-117118.44,CN1,CN1,1652815.86,-1711762.52,20spaces,11spaces
67535427,157,MX 3.1,67535427,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-58978.15625,-58978.15625,0,0,0,0,0,0,0,0,0,0,-58946.66094,0,0,0,0,0,31.495301,CN1,30spaces,-58946.66094,0,-58978.15625,0,-58978.15625,0,0,0,0,0,91917.81,-117118.44,91917.81,-117118.44,CN1,CN1,1652815.86,-1711762.52,20spaces,11spaces
67653818,158,MX 2.1,67653818,0,B,CN1,CN1 7DREPO 3M N,LIVE,IRD,IRS,   ,DCNSH IRD BL,0,0,-45196.6238,-45196.6238,0,0,0,0,0,0,0,0,-12431.7,-17.603243,-45172.48806,-45172.48806,0,0,0,0,24.135737,CN1,30spaces,-45172.48806,0,-45196.6238,0,-45196.6238,-45196.6238,0,0,0,0,143835.62,-188946.4,143835.62,-188946.4,CN1,CN1,16032555.18,-16077727.67,20spaces,11spaces
67653818,158,MX 3.1,67653818,0,B,CN1,CN1 7DREPO 3M N,MKT_OP,IRD,IRS,   ,DCNSH IRD BL,0,0,-45196.6238,-45196.6238,0,0,0,0,0,0,0,0,-11421.7,-16.24195,-45172.48806,0,0,0,0,0,24.135737,CN1,30spaces,-45172.48806,0,-45196.6238,0,-45196.6238,0,0,0,0,0,143835.62,-188946.4,143835.62,-188946.4,CN1,CN1,16032555.18,-16077727.67,20spaces,11spaces
