Key Values_;_LineNumber_;_SourceName_;_M_NB_;_M_QTY_INDEX_;_M_TP_BUY_;_CURRENCY_;_INSTRUMENT_;_TRN_STATUS_;_TRN_FMLY_;_TRN_GRP_;_TRN_TYPE_;_PORTFOLIO_;_M_PL_CGR2_;_M_PL_CGRA2_;_M_PL_CGU2_;_M_PL_CGUA2_;_M_PL_CSFCP2_;_M_PL_CSFI2_;_M_PL_CSFR2_;_M_PL_CSFRV2_;_M_PL_CSNF2_;_M_PL_CSNFCP2_;_M_PL_CSNFR2_;_M_PL_CSNFRV2_;_M_PL_FE2_;_M_PL_FEFI2_;_M_PL_FMV2_;_M_PL_FMVCL2_;_M_PL_FPFCP2_;_M_PL_FPFRV2_;_M_PL_FPNFCP2_;_M_PL_FPNFRV2_;_M_PL_FTFI2_;_M_PL_INSCUR_;_M_PL_KEY1_;_M_PL_MVFCP2_;_M_PL_MVFRV2_;_M_PL_MVNFCP2_;_M_PL_MVNFRV2_;_M_PL_NFMV2_;_M_PL_NFMVCL2_;_M_PL_RVR2_;_M_PL_RVRA2_;_M_PL_RVU2_;_M_PL_RVUA2_;_M_PLIRDACC12_;_M_PLIRDACC22_;_M_PLIRDACS12_;_M_PLIRDACS22_;_M_PLIRDCUR1_;_M_PLIRDCUR2_;_M_PLIRDFPV12_;_M_PLIRDFPV22_;_M_RSKSECTION_;_M_TP_TYPE
55787697_;_323_;_MX 2.1_;_55787697_;_0_;_B_;_SGD_;_SGD CRSHKD 3M_;_LIVE_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD CORP_;_0_;_0_;_5494268.622_;_5494268.622_;_-7457019.688_;_-61653.92525_;_0_;_328720.1991_;_-7066645.563_;_-7394150.224_;_0_;_327504.6604_;_0_;_0_;_12887292.25_;_12887292.25_;_0_;_0_;_0_;_0_;_-1126.596445_;_SGD_;_30spaces_;_12887292.25_;_0_;_12888418.85_;_0_;_12888418.85_;_12888418.85_;_0_;_0_;_327504.6604_;_327504.6604_;_4659854.75_;_-765753.42_;_4659854.75_;_-765753.42_;_HKD_;_SGD_;_727178980.8_;_-110965214.5_;_20spaces_;_11spaces_;_ 
55787697_;_323_;_MX 3.1_;_55787697_;_0_;_B_;_SGD_;_SGD CRSHKD 3M_;_MKT_OP_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD CORP_;_-6227512.448_;_-6227512.448_;_11721777.76_;_11721777.76_;_-7457019.688_;_-61653.92525_;_-5263881.7_;_328720.1991_;_-7066645.563_;_-7394150.224_;_-5212620.845_;_327504.6604_;_0_;_0_;_12887288.94_;_0_;_0_;_0_;_0_;_0_;_-1126.596155_;_SGD_;_30spaces_;_12887288.94_;_0_;_12888415.54_;_0_;_12888415.54_;_0_;_1014891.603_;_1014891.603_;_-687386.9422_;_-687386.9422_;_4659854.75_;_-765753.42_;_4659854.75_;_-765753.42_;_HKD_;_SGD_;_727178961.4_;_-110965214.5_;_20spaces_;_11spaces_;_ 
52383624_;_335_;_MX 2.1_;_52383624_;_0_;_B_;_USD_;_USD CRSCNH 3M_;_LIVE_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD GL_;_0_;_0_;_54806.87266_;_54806.87266_;_209924.3769_;_278941.8945_;_0_;_-187274.8048_;_-256292.3224_;_-72609.55783_;_0_;_-183682.7646_;_0_;_0_;_127413.7318_;_127413.7318_;_0_;_0_;_0_;_0_;_-2.698708_;_USD_;_30spaces_;_127413.7318_;_0_;_127416.4305_;_0_;_127416.4305_;_127416.4305_;_0_;_0_;_-183682.7646_;_-183682.7646_;_-147574.57_;_3807.96_;_-147574.57_;_3807.96_;_CNH_;_USD_;_-61361613.87_;_10004360.62_;_20spaces_;_11spaces_;_ 
52383624_;_335_;_MX 3.1_;_52383624_;_0_;_B_;_USD_;_USD CRSCNH 3M_;_LIVE_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD GL_;_0_;_0_;_54806.87266_;_54806.87266_;_209924.3769_;_278941.8945_;_0_;_-187274.8048_;_-256292.3224_;_-72609.55783_;_0_;_-183682.7646_;_0_;_0_;_127413.7318_;_0_;_0_;_0_;_0_;_0_;_-2.698708_;_USD_;_30spaces_;_127413.7318_;_0_;_127416.4305_;_0_;_127416.4305_;_0_;_0_;_0_;_-183682.7646_;_-183682.7646_;_-147574.57_;_3807.96_;_-147574.57_;_3807.96_;_CNH_;_USD_;_-61361613.87_;_10004360.62_;_20spaces_;_11spaces_;_ 
52404608_;_336_;_MX 2.1_;_52404608_;_0_;_B_;_USD_;_USD CRSCNH 3M_;_LIVE_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD GL_;_0_;_0_;_55067.39711_;_55067.39711_;_209788.3108_;_278829.794_;_0_;_-186159.487_;_-255200.9703_;_-72609.55783_;_0_;_-182591.4125_;_0_;_0_;_127674.2507_;_127674.2507_;_0_;_0_;_0_;_0_;_-2.704226_;_USD_;_30spaces_;_127674.2507_;_0_;_127676.9549_;_0_;_127676.9549_;_127676.9549_;_0_;_0_;_-182591.4125_;_-182591.4125_;_-147069.18_;_3807.96_;_-147069.18_;_3807.96_;_CNH_;_USD_;_-61360068.61_;_10004372.4_;_20spaces_;_11spaces_;_ 
52404608_;_336_;_MX 3.1_;_52404608_;_0_;_B_;_USD_;_USD CRSCNH 3M_;_LIVE_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD GL_;_0_;_0_;_55067.39711_;_55067.39711_;_209788.3108_;_278829.794_;_0_;_-186159.487_;_-255200.9703_;_-72609.55783_;_0_;_-182591.4125_;_0_;_0_;_127674.2507_;_0_;_0_;_0_;_0_;_0_;_-2.704226_;_USD_;_30spaces_;_127674.2507_;_0_;_127676.9549_;_0_;_127676.9549_;_0_;_0_;_0_;_-182591.4125_;_-182591.4125_;_-147069.18_;_3807.96_;_-147069.18_;_3807.96_;_CNH_;_USD_;_-61360068.61_;_10004372.4_;_20spaces_;_11spaces_;_ 
58315402_;_303_;_MX 2.1_;_58315402_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_246246.9298_;_246246.9298_;_0_;_60.452717_;_0_;_213401.85_;_213341.3973_;_0_;_0_;_213341.3973_;_-2481.54_;_-1.489831_;_246244.9418_;_246244.9418_;_0_;_0_;_0_;_0_;_-1.98801_;_HKD_;_30spaces_;_246244.9418_;_0_;_246246.9298_;_0_;_246246.9298_;_246246.9298_;_0_;_0_;_213341.3973_;_213341.3973_;_157315.07_;_-89214.33_;_157315.07_;_-89214.33_;_HKD_;_HKD_;_824536.69_;_-578291.75_;_20spaces_;_11spaces_;_ 
58315402_;_303_;_MX 3.1_;_58315402_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_246538.4677_;_246538.4677_;_0_;_60.452717_;_0_;_213401.85_;_213341.3973_;_0_;_0_;_213341.3973_;_-2481.54_;_-1.489831_;_246536.4773_;_0_;_0_;_0_;_0_;_0_;_-1.990364_;_HKD_;_30spaces_;_246536.4773_;_0_;_246538.4677_;_0_;_246538.4677_;_0_;_0_;_0_;_213341.3973_;_213341.3973_;_157315.07_;_-89214.33_;_157315.07_;_-89214.33_;_HKD_;_HKD_;_824534.54_;_-577998.06_;_20spaces_;_11spaces_;_ 
67342111_;_344_;_MX 2.1_;_67342111_;_0_;_B_;_USD_;_SGX EURO USD_;_LIVE_;_IRD_;_SFUT_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_2812.5_;_2812.5_;_2187.752922_;_0.252922_;_0_;_0_;_2187.5_;_2187.5_;_0_;_0_;_-100_;_-0.009639_;_0_;_0_;_625_;_0_;_625_;_0_;_0_;_USD_;_SGX     15938_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_3spaces_;_3spaces_;_0_;_0_;_SGX EURO USD_;_11spaces_;_ 
67342111_;_344_;_MX 3.1_;_67342111_;_0_;_B_;_USD_;_SGX EURO USD_;_LIVE_;_IRD_;_SFUT_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_2812.5_;_2812.5_;_2187.752922_;_0.252922_;_0_;_0_;_2187.5_;_2187.5_;_0_;_0_;_-100_;_-0.009639_;_0_;_0_;_625_;_0_;_625_;_0_;_0_;_USD_;_SGX     15938_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_USD_;_3spaces_;_625_;_0_;_SGX EURO USD_;_11spaces_;_ 
35518260_;_320_;_MX 2.1_;_35518260_;_0_;_B_;_HKD_;_USD BSHKD 3M_;_LIVE_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_689632.1804_;_689632.1804_;_27889.67722_;_-650881.3316_;_0_;_1241229.231_;_1920000.239_;_685984.5882_;_0_;_1234015.651_;_0_;_0_;_3647.23315_;_3647.23315_;_0_;_0_;_0_;_0_;_-0.359039_;_HKD_;_30spaces_;_3647.23315_;_0_;_3647.592188_;_0_;_3647.592188_;_3647.592188_;_0_;_0_;_1234015.651_;_1234015.651_;_-20417.08_;_3138_;_-20417.08_;_3138_;_HKD_;_USD_;_-155147815.1_;_20003796.61_;_20spaces_;_11spaces_;_ 
35518260_;_320_;_MX 3.1_;_35518260_;_0_;_B_;_HKD_;_USD BSHKD 3M_;_LIVE_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_689621.2526_;_689621.2526_;_27889.67722_;_-650881.3316_;_0_;_1241229.231_;_1920000.239_;_685984.5882_;_0_;_1234015.651_;_0_;_0_;_3636.306464_;_0_;_0_;_0_;_0_;_0_;_-0.357963_;_HKD_;_30spaces_;_3636.306464_;_0_;_3636.664428_;_0_;_3636.664428_;_0_;_0_;_0_;_1234015.651_;_1234015.651_;_-20417.08_;_3138_;_-20417.08_;_3138_;_HKD_;_USD_;_-155147826_;_20003796.61_;_20spaces_;_11spaces_;_ 
62722289_;_368_;_MX 2.1_;_62722289_;_0_;_S_;_HKD_;_HKFE HIBOR 3M_;_LIVE_;_IRD_;_SFUT_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_-12500_;_-12500_;_-12814.34519_;_-1.845188_;_0_;_0_;_-12812.5_;_-12812.5_;_0_;_0_;_-129_;_-0.040287_;_0_;_0_;_312.5_;_0_;_312.5_;_0_;_0_;_HKD_;_HKD FLOAT     18085_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_3spaces_;_3spaces_;_0_;_0_;_HKFE HIBOR 3M_;_11spaces_;_ 
62722289_;_368_;_MX 3.1_;_62722289_;_0_;_S_;_HKD_;_HKFE HIBOR 3M_;_LIVE_;_IRD_;_SFUT_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_-12500_;_-12500_;_-12814.34519_;_-1.845188_;_0_;_0_;_-12812.5_;_-12812.5_;_0_;_0_;_-129_;_-0.040287_;_0_;_0_;_312.5_;_0_;_312.5_;_0_;_0_;_HKD_;_HKD FLOAT     18085_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_HKD_;_3spaces_;_312.5_;_0_;_HKFE HIBOR 3M_;_11spaces_;_ 
57734779_;_317_;_MX 2.1_;_57734779_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_190490.5529_;_190490.5529_;_0_;_95.237537_;_0_;_390509.2101_;_390413.9726_;_0_;_0_;_390413.9726_;_-4968.09_;_-3.196164_;_190489.0151_;_190489.0151_;_0_;_0_;_0_;_0_;_-1.537875_;_HKD_;_30spaces_;_190489.0151_;_0_;_190490.5529_;_0_;_190490.5529_;_190490.5529_;_0_;_0_;_390413.9726_;_390413.9726_;_49972.6_;_-33878.79_;_49972.6_;_-33878.79_;_HKD_;_HKD_;_1137231.34_;_-946742.33_;_20spaces_;_11spaces_;_ 
57734779_;_317_;_MX 3.1_;_57734779_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_189838.2043_;_189838.2043_;_0_;_95.237537_;_0_;_390509.2101_;_390413.9726_;_0_;_0_;_390413.9726_;_-4968.09_;_-3.196164_;_189836.6717_;_0_;_0_;_0_;_0_;_0_;_-1.532609_;_HKD_;_30spaces_;_189836.6717_;_0_;_189838.2043_;_0_;_189838.2043_;_0_;_0_;_0_;_390413.9726_;_390413.9726_;_49972.6_;_-33878.79_;_49972.6_;_-33878.79_;_HKD_;_HKD_;_1137229.42_;_-947392.75_;_20spaces_;_11spaces_;_ 
56872327_;_300_;_MX 2.1_;_56872327_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_117771.681_;_117771.681_;_0_;_67.91016_;_0_;_224793.5129_;_224725.6027_;_0_;_0_;_224725.6027_;_0_;_0_;_117770.7302_;_117770.7302_;_0_;_0_;_0_;_0_;_-0.950799_;_HKD_;_30spaces_;_117770.7302_;_0_;_117771.681_;_0_;_117771.681_;_117771.681_;_0_;_0_;_224725.6027_;_224725.6027_;_112191.78_;_-79525.81_;_112191.78_;_-79525.81_;_HKD_;_HKD_;_783828.95_;_-666058.22_;_20spaces_;_11spaces_;_ 
56872327_;_300_;_MX 3.1_;_56872327_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_117104.2129_;_117104.2129_;_0_;_67.91016_;_0_;_224793.5129_;_224725.6027_;_0_;_0_;_224725.6027_;_0_;_0_;_117103.2675_;_0_;_0_;_0_;_0_;_0_;_-0.94541_;_HKD_;_30spaces_;_117103.2675_;_0_;_117104.2129_;_0_;_117104.2129_;_0_;_0_;_0_;_224725.6027_;_224725.6027_;_112191.78_;_-79525.81_;_112191.78_;_-79525.81_;_HKD_;_HKD_;_783827.92_;_-666724.65_;_20spaces_;_11spaces_;_ 
66032696_;_350_;_MX 2.1_;_66032696_;_0_;_B_;_USD_;_SGX EURO USD_;_LIVE_;_IRD_;_SFUT_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_-19375_;_-19375_;_-20627.87284_;_-2.872839_;_0_;_0_;_-20625_;_-20625_;_0_;_0_;_-200_;_-0.057814_;_0_;_0_;_1250_;_0_;_1250_;_0_;_0_;_USD_;_SGX     15938_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_3spaces_;_3spaces_;_0_;_0_;_SGX EURO USD_;_11spaces_;_ 
66032696_;_350_;_MX 3.1_;_66032696_;_0_;_B_;_USD_;_SGX EURO USD_;_LIVE_;_IRD_;_SFUT_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_-19375_;_-19375_;_-20627.87284_;_-2.872839_;_0_;_0_;_-20625_;_-20625_;_0_;_0_;_-200_;_-0.057814_;_0_;_0_;_1250_;_0_;_1250_;_0_;_0_;_USD_;_SGX     15938_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_USD_;_3spaces_;_1250_;_0_;_SGX EURO USD_;_11spaces_;_ 
67359349_;_393_;_MX 2.1_;_67359349_;_0_;_B_;_IN1_;_IN1 MIFOR 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD MIFOR_;_0_;_0_;_9557911.131_;_9557911.131_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_9553431.052_;_9553431.052_;_0_;_0_;_0_;_0_;_-4480.079164_;_IN1_;_30spaces_;_9553431.052_;_0_;_9557911.131_;_0_;_9557911.131_;_9557911.131_;_0_;_0_;_0_;_0_;_3686650.68_;_-4301547.95_;_3686650.68_;_-4301547.95_;_IN1_;_IN1_;_223278040.6_;_-213724609.6_;_20spaces_;_11spaces_;_ 
67359349_;_393_;_MX 3.1_;_67359349_;_0_;_B_;_IN1_;_IN1 MIFOR 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD MIFOR_;_0_;_0_;_9574068.484_;_9574068.484_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_9569580.832_;_0_;_0_;_0_;_0_;_0_;_-4487.652599_;_IN1_;_30spaces_;_9569580.832_;_0_;_9574068.484_;_0_;_9574068.484_;_0_;_0_;_0_;_0_;_0_;_3686650.68_;_-4301547.95_;_3686650.68_;_-4301547.95_;_IN1_;_IN1_;_223280621_;_-213711040.2_;_20spaces_;_11spaces_;_ 
45212069_;_385_;_MX 2.1_;_45212069_;_0_;_B_;_IN1_;_IN1 MIFOR 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD MIFOR_;_0_;_0_;_-291901.3839_;_-291901.3839_;_0_;_904364.0365_;_0_;_10627172.26_;_9722808.219_;_0_;_0_;_9722808.219_;_0_;_0_;_-291764.561_;_-291764.561_;_0_;_0_;_0_;_0_;_136.82292_;_IN1_;_30spaces_;_-291764.561_;_0_;_-291901.3839_;_0_;_-291901.3839_;_-291901.3839_;_0_;_0_;_9722808.219_;_9722808.219_;_-4378082.19_;_5627123.29_;_-4378082.19_;_5627123.29_;_IN1_;_IN1_;_-39135939.09_;_38844174.53_;_20spaces_;_11spaces_;_ 
45212069_;_385_;_MX 3.1_;_45212069_;_0_;_B_;_IN1_;_IN1 MIFOR 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD MIFOR_;_0_;_0_;_-296224.0716_;_-296224.0716_;_0_;_904364.0365_;_0_;_10627172.26_;_9722808.219_;_0_;_0_;_9722808.219_;_0_;_0_;_-296085.2225_;_0_;_0_;_0_;_0_;_0_;_138.849093_;_IN1_;_30spaces_;_-296085.2225_;_0_;_-296224.0716_;_0_;_-296224.0716_;_0_;_0_;_0_;_9722808.219_;_9722808.219_;_-4378082.19_;_5627123.29_;_-4378082.19_;_5627123.29_;_IN1_;_IN1_;_-39136185.4_;_38840100.17_;_20spaces_;_11spaces_;_ 
67718946_;_332_;_MX 2.1_;_67718946_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_50583.08724_;_50583.08724_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_50582.67887_;_50582.67887_;_0_;_0_;_0_;_0_;_-0.408369_;_HKD_;_30spaces_;_50582.67887_;_0_;_50583.08724_;_0_;_50583.08724_;_50583.08724_;_0_;_0_;_0_;_0_;_-57945.21_;_48434.79_;_-57945.21_;_48434.79_;_HKD_;_HKD_;_-2344047.08_;_2394629.76_;_20spaces_;_11spaces_;_ 
67718946_;_332_;_MX 3.1_;_67718946_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_52073.32376_;_52073.32376_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_52072.90336_;_0_;_0_;_0_;_0_;_0_;_-0.4204_;_HKD_;_30spaces_;_52072.90336_;_0_;_52073.32376_;_0_;_52073.32376_;_0_;_0_;_0_;_0_;_0_;_-57945.21_;_48434.79_;_-57945.21_;_48434.79_;_HKD_;_HKD_;_-2344042.44_;_2396115.34_;_20spaces_;_11spaces_;_ 
56036350_;_377_;_MX 2.1_;_56036350_;_0_;_B_;_ID1_;_JPY CRSID1 6M_;_LIVE_;_IRD_;_CS_;_5spaces_;_PTBBBB IRD TRAD_;_0_;_0_;_5388705117_;_5388705117_;_-21895574387_;_-8501654214_;_0_;_12878456031_;_-515464141.9_;_-12989473678_;_0_;_12474009537_;_0_;_0_;_18360916673_;_18360916673_;_0_;_0_;_0_;_0_;_-17262122.03_;_ID1_;_30spaces_;_18360916673_;_0_;_18378178795_;_0_;_18378178795_;_18378178795_;_0_;_0_;_12474009537_;_12474009537_;_2851875000_;_-3061196.67_;_2851875000_;_-3061196.67_;_ID1_;_JPY_;_1.24902E+11_;_-1024325368_;_20spaces_;_11spaces_;_ 
56036350_;_377_;_MX 3.1_;_56036350_;_0_;_B_;_ID1_;_JPY CRSID1 6M_;_LIVE_;_IRD_;_CS_;_5spaces_;_PTBBBB IRD TRAD_;_0_;_0_;_5388705117_;_5388705117_;_-21895574387_;_-8501654214_;_0_;_12878456031_;_-515464141.9_;_-12989473678_;_0_;_12474009537_;_0_;_0_;_18360916673_;_0_;_0_;_0_;_0_;_0_;_-17262122.03_;_ID1_;_30spaces_;_18360916673_;_0_;_18378178795_;_0_;_18378178795_;_0_;_0_;_0_;_12474009537_;_12474009537_;_2851875000_;_-3061196.67_;_2851875000_;_-3061196.67_;_ID1_;_JPY_;_1.24902E+11_;_-1024325368_;_20spaces_;_11spaces_;_ 
64507520_;_337_;_MX 2.1_;_64507520_;_0_;_B_;_TW1_;_TW1 T6165 3M ND_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK FXIRD TP_;_0_;_0_;_1839941.406_;_1839941.406_;_0_;_-34.897018_;_0_;_-285863.9485_;_-285829.0515_;_0_;_0_;_-285829.0515_;_0_;_0_;_1839862.101_;_1839862.101_;_0_;_0_;_0_;_0_;_-79.305587_;_TW1_;_30spaces_;_1839862.101_;_0_;_1839941.406_;_0_;_1839941.406_;_1839941.406_;_0_;_0_;_-285829.0515_;_-285829.0515_;_-96853.6_;_95034.25_;_-96853.6_;_95034.25_;_TW1_;_TW1_;_-27070073.84_;_28909935.94_;_20spaces_;_11spaces_;_ 
64507520_;_337_;_MX 3.1_;_64507520_;_0_;_B_;_TW1_;_TW1 T6165 3M ND_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK FXIRD TP_;_0_;_0_;_1988135.567_;_1988135.567_;_0_;_-34.897018_;_0_;_-285863.9485_;_-285829.0515_;_0_;_0_;_-285829.0515_;_0_;_0_;_1988049.874_;_0_;_0_;_0_;_0_;_0_;_-85.693086_;_TW1_;_30spaces_;_1988049.874_;_0_;_1988135.567_;_0_;_1988135.567_;_0_;_0_;_0_;_-285829.0515_;_-285829.0515_;_-96853.6_;_95034.25_;_-96853.6_;_95034.25_;_TW1_;_TW1_;_-27069460.52_;_29057510.39_;_20spaces_;_11spaces_;_ 
67804709_;_360_;_MX 2.1_;_67804709_;_0_;_B_;_USD_;_CBT TBOND 20YR_;_LIVE_;_IRD_;_LFUT_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_17656.25_;_17656.25_;_17968.91808_;_0.168079_;_0_;_0_;_17968.75_;_17968.75_;_0_;_0_;_-14.3_;_-0.000419_;_0_;_0_;_-312.5_;_0_;_-312.5_;_0_;_0_;_USD_;_CBT     19028_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_3spaces_;_3spaces_;_0_;_0_;_CBT TBOND 20YR_;_11spaces_;_ 
67804709_;_360_;_MX 3.1_;_67804709_;_0_;_B_;_USD_;_CBT TBOND 20YR_;_LIVE_;_IRD_;_LFUT_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_17656.25_;_17656.25_;_17968.91808_;_0.168079_;_0_;_0_;_17968.75_;_17968.75_;_0_;_0_;_-14.3_;_-0.000419_;_0_;_0_;_-312.5_;_0_;_-312.5_;_0_;_0_;_USD_;_CBT     19028_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_USD_;_3spaces_;_-312.5_;_0_;_CBT TBOND 20YR_;_11spaces_;_ 
58336675_;_304_;_MX 2.1_;_58336675_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK IRDEXO CK_;_0_;_0_;_277479.6322_;_277479.6322_;_0_;_65.762146_;_0_;_232105.7895_;_232040.0274_;_0_;_0_;_232040.0274_;_-2480.84_;_-1.474401_;_277477.3921_;_277477.3921_;_0_;_0_;_0_;_0_;_-2.240159_;_HKD_;_30spaces_;_277477.3921_;_0_;_277479.6322_;_0_;_277479.6322_;_277479.6322_;_0_;_0_;_232040.0274_;_232040.0274_;_163273.97_;_-89214.33_;_163273.97_;_-89214.33_;_HKD_;_HKD_;_855769.14_;_-578291.75_;_20spaces_;_11spaces_;_ 
58336675_;_304_;_MX 3.1_;_58336675_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBHK IRDEXO CK_;_0_;_0_;_277771.0886_;_277771.0886_;_0_;_65.762146_;_0_;_232105.7895_;_232040.0274_;_0_;_0_;_232040.0274_;_-2480.84_;_-1.474401_;_277768.8461_;_0_;_0_;_0_;_0_;_0_;_-2.242512_;_HKD_;_30spaces_;_277768.8461_;_0_;_277771.0886_;_0_;_277771.0886_;_0_;_0_;_0_;_232040.0274_;_232040.0274_;_163273.97_;_-89214.33_;_163273.97_;_-89214.33_;_HKD_;_HKD_;_855766.91_;_-577998.06_;_20spaces_;_11spaces_;_ 
66066562_;_351_;_MX 2.1_;_66066562_;_0_;_B_;_USD_;_SGX EURO USD_;_LIVE_;_IRD_;_SFUT_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_-7187.5_;_-7187.5_;_-7813.240708_;_-0.740708_;_0_;_0_;_-7812.5_;_-7812.5_;_0_;_0_;_-100_;_-0.028407_;_0_;_0_;_625_;_0_;_625_;_0_;_0_;_USD_;_SGX     15938_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_3spaces_;_3spaces_;_0_;_0_;_SGX EURO USD_;_11spaces_;_ 
66066562_;_351_;_MX 3.1_;_66066562_;_0_;_B_;_USD_;_SGX EURO USD_;_LIVE_;_IRD_;_SFUT_;_5spaces_;_BBBBHK FITRA_;_0_;_0_;_-7187.5_;_-7187.5_;_-7813.240708_;_-0.740708_;_0_;_0_;_-7812.5_;_-7812.5_;_0_;_0_;_-100_;_-0.028407_;_0_;_0_;_625_;_0_;_625_;_0_;_0_;_USD_;_SGX     15938_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_USD_;_3spaces_;_625_;_0_;_SGX EURO USD_;_11spaces_;_ 
44077950_;_321_;_MX 2.1_;_44077950_;_0_;_B_;_HKD_;_USD BSHKD 3M_;_LIVE_;_IRD_;_CS_;_5spaces_;_BBBBHK IRD JT_;_0_;_0_;_-107704.8122_;_-107704.8122_;_-100688.7428_;_-160890.2678_;_0_;_-251803.1173_;_-191601.5923_;_60992.29411_;_0_;_-252593.8864_;_-3809.47_;_-9.329849_;_-168680.5012_;_-168680.5012_;_0_;_0_;_0_;_0_;_16.605146_;_HKD_;_30spaces_;_-168680.5012_;_0_;_-168697.1063_;_0_;_-168697.1063_;_-168697.1063_;_0_;_0_;_-252593.8864_;_-252593.8864_;_-61155.21_;_4282.67_;_-61155.21_;_4282.67_;_HKD_;_USD_;_-77766646.18_;_10004765.02_;_20spaces_;_11spaces_;_ 
